uid,genre_id
37989,0
40542,27
37267,15
149,8
3960,0
10943,34
487,3
225,3
19941,12
38642,6
23315,3
13659,25
24527,0
16748,32
31376,34
2458,25
40613,28
32343,8
5646,11
197,25
255,3
32681,3
40124,22
35036,15
32419,3
38410,6
38544,6
12243,9
3385,11
30420,3
31144,34
6171,17
9545,8
16592,27
33113,10
4061,1
20205,34
37345,32
28405,32
623,25
9883,3
361,25
5653,27
1759,0
11079,29
30450,3
3392,27
3887,6
9575,8
34659,41
31646,29
34222,40
35952,0
6277,12
1585,5
2705,36
1626,6
3806,17
2309,36
7314,8
37585,27
21639,9
1923,0
32759,20
1964,1
1661,0
24751,0
13119,6
30218,3
35586,27
18941,8
8848,29
3457,21
4651,1
28615,3
15905,12
4389,1
18755,3
1353,5
3533,16
16680,8
39374,8
37877,27
35697,16
18295,18
10893,0
2390,1
9000,19
934,21
32789,20
2128,1
3114,32
24781,0
1994,1
1691,0
7816,3
1534,16
7158,3
5042,7
28569,8
31722,0
31000,15
34374,6
24415,27
34112,6
7054,30
31338,10
39538,8
7112,8
32953,20
1762,1
3278,32
31676,5
33728,16
36345,28
12917,6
5930,38
36840,7
37564,38
22055,21
883,32
31490,0
22591,1
25301,12
1512,11
918,26
39469,29
11087,0
994,21
1792,1
24259,22
19433,15
14479,8
4083,28
9088,0
3821,28
32219,1
9509,30
22621,1
21561,21
5353,3
25069,12
5091,3
33415,27
2317,7
19521,20
3092,3
34248,1
9941,37
1135,37
1799,17
9242,36
32645,1
8460,0
1473,32
30886,20
38508,4
5383,3
35472,8
1986,28
1887,22
28829,15
28567,15
14935,8
13479,28
37501,8
40252,20
861,3
39856,20
8624,0
121,1
2342,13
11241,12
25071,34
39699,36
14749,3
22297,38
17104,15
1579,27
1620,28
35543,9
12833,38
33743,27
34844,8
31668,32
38195,15
16982,25
35182,3
16586,25
31610,27
75,6
553,8
33662,38
23643,8
40148,20
891,3
39886,20
25101,34
10945,27
23259,18
1650,28
35008,8
38819,0
35608,3
36728,34
47,28
9744,7
35346,3
181,28
845,8
146,7
921,3
14751,25
34863,34
659,3
25265,34
40155,36
29513,27
34502,28
8900,32
16021,0
34240,28
7081,0
38051,20
38715,0
12053,24
28715,20
8277,26
38127,15
31845,28
613,8
14181,30
15177,25
33511,3
24175,3
23779,3
15451,5
37347,25
29980,1
3318,25
9047,28
9181,28
18045,6
9542,7
9979,8
33465,8
12689,19
36082,20
282,29
12031,19
38798,11
29992,11
33541,3
1249,3
33279,3
6978,6
1092,19
31229,38
393,18
16780,1
16518,1
9630,12
3744,25
18413,28
38129,37
32301,28
37306,0
3820,20
50,29
4618,0
28145,1
35588,20
6973,12
1087,25
28869,32
18943,1
20541,34
33571,3
10219,3
36322,15
25967,36
15051,20
8220,3
31310,3
37435,6
9241,28
21491,34
20109,3
3827,36
1251,25
855,25
37051,16
10115,3
36352,15
1787,5
6718,28
10092,19
2824,1
25873,0
4701,11
37127,11
2521,0
40542,3
2125,0
33957,15
22179,4
2440,11
5249,1
1019,25
40496,8
36819,16
36382,15
40368,8
39972,8
7785,24
5168,12
36895,11
1596,36
8676,3
2132,16
28235,28
18637,28
552,0
156,0
2866,11
290,0
2208,11
36511,21
19511,3
2546,6
34972,6
37152,17
15811,27
11783,0
2581,0
8706,3
20001,15
16790,18
5274,7
4214,27
2896,11
24833,32
320,0
28539,8
9943,30
38475,3
2372,11
14249,1
24705,32
30393,34
2576,6
40329,29
5723,18
2314,6
1359,42
21545,0
39368,28
6061,13
36996,12
711,6
1394,36
40504,3
36932,27
36536,27
4681,28
16558,18
38767,3
23615,1
16273,34
327,16
65,16
2740,6
3901,38
34613,22
35143,22
35545,2
1137,6
741,6
479,6
1599,37
7724,40
9978,0
1079,1
19,21
9716,0
1675,32
25161,32
24041,1
38273,3
2974,28
6377,3
357,16
35138,28
22125,36
2450,28
34439,27
8336,15
35237,7
37790,34
30085,15
8476,25
29427,15
6098,29
32935,6
2025,37
509,6
37866,29
29363,30
23279,28
38361,8
33997,32
24811,3
15609,3
36228,8
2742,28
1337,13
11717,22
21373,0
37424,34
30156,16
29457,15
8681,26
178,27
516,22
8716,20
1751,3
21467,12
1011,1
38409,25
231,38
2906,28
22663,38
2510,28
38444,19
33618,12
38485,20
132,32
4042,3
36468,3
4176,3
1839,8
2126,38
30658,11
2043,3
3297,34
34207,3
21497,12
1915,3
523,38
25729,34
16830,35
23351,38
39173,20
36160,8
17277,0
7982,1
3111,29
7522,16
36498,3
5629,35
36632,3
937,28
5763,35
34161,8
9935,6
36475,19
2593,39
413,28
10110,7
2207,3
33975,3
15379,25
9493,38
7674,6
15117,25
291,38
30764,6
21201,27
1089,18
20939,27
39203,20
9528,32
31236,1
21277,22
5834,36
34191,8
705,28
1101,28
34325,8
1503,8
880,29
2336,9
36680,20
443,28
19773,1
16067,25
781,23
12431,34
1579,3
9919,38
40392,6
4068,15
30928,6
8438,1
7419,22
40602,1
110,3
16656,16
15957,15
1568,29
37106,20
33697,8
11341,3
10945,3
35551,34
39799,27
32094,8
22135,29
3613,0
25113,20
402,3
33156,34
1301,35
3976,25
28959,6
1901,30
3229,10
37136,20
20835,3
37672,0
11371,3
18919,38
8900,8
135,9
31064,28
22031,29
34438,19
5561,11
9506,3
26209,0
170,3
34153,35
32637,4
32924,34
40441,2
33454,34
25615,15
3300,11
5177,21
7491,32
20999,3
20603,3
28285,38
8365,7
5096,32
299,9
3673,0
31892,8
3277,0
3015,0
9536,3
20353,13
35243,15
3388,16
1495,35
29893,8
6500,7
30027,8
1150,0
6838,2
31485,34
20767,3
20371,3
1909,25
36119,36
2148,41
9228,8
31561,29
20045,18
11583,20
10003,4
8908,3
2719,15
7254,38
16287,37
1442,0
30057,8
1576,0
1180,0
7305,3
30395,3
8920,13
36124,6
26165,27
30991,34
17703,29
8367,29
11077,40
10681,40
27821,38
32785,9
37716,32
5028,32
35676,1
9334,3
34022,36
849,21
29429,8
1344,0
40223,34
791,16
29901,3
6875,18
37449,38
5157,38
3734,6
22435,0
1263,11
12441,0
37484,32
1601,6
104,25
9801,4
16363,8
5833,28
5967,28
1939,1
32868,20
30292,9
29855,8
3193,32
2797,32
32472,20
1677,1
1415,1
3455,32
23,36
17163,34
35823,27
39529,3
6707,3
3572,28
22851,36
32944,15
15583,18
40591,29
536,32
20613,20
38254,34
5238,3
9074,25
17076,38
1107,6
6795,8
36010,11
1445,1
30165,25
39996,4
187,36
23755,38
4039,29
3602,28
3299,27
2903,27
37643,38
30241,20
962,32
566,32
30375,20
37560,3
38680,34
4872,3
5992,34
30975,15
2494,7
3614,38
38954,14
205,26
2098,7
1399,6
1836,7
25363,8
9500,25
16027,8
27677,19
35248,38
20655,30
316,42
25439,3
10217,16
12531,27
40003,20
31861,0
992,32
30405,20
6,1
31640,1
4640,3
2524,7
34975,37
31518,11
4419,34
12223,32
35067,3
3037,3
2641,3
33570,22
1383,38
2181,18
21635,27
22631,22
2216,12
760,32
10457,11
31233,0
894,32
33850,12
31670,1
37492,3
33524,27
9735,26
24625,28
25161,8
21327,32
2805,3
34835,3
39329,25
8493,5
33443,38
31362,6
37749,9
14397,9
37050,8
7771,20
37184,8
1926,34
2683,13
8109,15
6653,35
10464,27
39877,15
35051,8
2363,8
1303,28
38600,0
37540,20
6704,0
12037,3
2835,3
37878,15
35985,34
11915,13
39831,20
836,3
33986,34
26281,15
32365,17
39849,37
17213,15
29527,6
20587,6
10628,27
2527,8
8652,11
586,13
38304,15
528,8
29085,11
17965,0
866,3
23333,24
604,3
9200,1
26311,15
34948,14
1858,34
31376,38
16486,36
11357,28
18321,12
37734,20
21433,3
220,13
30029,1
12231,3
38072,15
31790,28
21107,18
4369,0
31091,27
296,8
35339,20
4107,0
4503,0
10232,3
33456,3
2150,34
372,3
1888,34
9376,18
39185,6
12185,8
17291,32
31919,34
22583,34
384,13
21201,3
5356,37
38539,16
9924,8
10058,8
5956,32
36563,0
35503,20
460,8
17705,22
10262,3
740,25
10000,3
33486,3
437,24
10396,3
2920,36
32828,3
53,34
4266,6
15479,16
10350,8
17397,27
4202,21
36593,0
35533,20
7052,12
10030,3
9768,3
38622,27
15037,21
7769,3
31255,3
3498,26
13667,0
3574,21
13271,0
538,25
10194,3
7723,8
276,25
7461,8
38390,27
2332,0
2070,0
34100,0
39963,3
40646,33
32143,34
5025,7
4722,6
12637,20
4798,1
22439,15
1226,25
1267,26
22573,15
9904,25
2199,6
40179,8
7491,8
39480,7
2799,1
7625,8
4053,32
2234,0
9782,35
8359,3
39993,3
1681,16
184,35
9421,29
23325,0
1396,32
21869,20
37254,1
6822,34
1734,27
2491,6
21945,15
3349,37
1967,6
39947,8
33362,20
37569,12
35389,1
2567,1
4485,12
33473,36
17131,18
4421,27
31258,4
4200,28
5353,7
32295,0
1822,32
5994,3
4672,23
1764,27
40111,8
10436,20
4591,34
28077,34
27681,34
12791,32
17359,3
1776,37
27419,34
260,6
394,6
38112,8
37716,8
2050,17
38533,38
33,0
34639,11
38450,3
5762,3
37751,2
37926,3
11887,6
39046,34
2685,6
40421,25
22757,27
33533,36
13159,27
37082,28
762,1
896,1
32926,1
1620,32
35240,12
2418,12
238,1
38352,3
40573,15
33988,27
5507,19
30094,0
5070,18
419,12
30228,0
21329,1
2692,22
35957,3
9656,6
9790,6
1749,38
6579,9
37112,28
17437,20
37910,8
9691,0
40527,20
12483,13
926,1
664,1
40603,15
23201,17
7430,0
18247,10
449,12
38738,15
29798,15
40615,25
34467,38
39957,25
2839,18
38814,10
29915,11
8661,20
956,1
10620,32
2950,34
34106,32
1434,3
6324,25
2554,34
12053,28
537,17
2589,28
18277,10
35417,8
3626,24
194,28
3964,19
35691,18
22981,27
18429,0
32259,22
229,22
31997,22
1400,18
38879,4
21955,8
3359,30
34649,28
38856,20
16564,0
9181,32
1342,13
23151,34
13091,3
39235,16
28115,5
358,28
96,28
4967,0
894,8
28057,0
2152,3
6862,27
12445,13
236,38
22381,8
35116,29
38886,20
2690,29
7695,1
9613,12
1885,9
522,28
10219,7
36229,20
28221,0
27825,0
1920,3
35466,34
33950,3
1658,3
4013,15
10534,18
33228,18
18443,32
6927,21
17457,1
36474,9
13093,25
23869,34
32547,34
6904,37
37511,5
22225,3
38235,36
4823,5
30268,17
34475,9
34038,8
36393,20
4765,0
34417,4
30740,12
30449,28
22441,8
33433,19
5214,11
4818,11
28607,12
40181,1
16788,0
14713,5
943,34
29803,38
18683,27
1718,30
30694,17
10582,8
9522,28
37879,0
4393,20
14527,0
14131,0
39040,32
37221,0
38778,32
7808,12
13333,20
17441,6
26119,6
34424,20
3588,0
3192,0
1998,20
38854,27
31149,8
4848,11
18637,32
9055,3
7162,22
32145,3
32607,34
31621,3
28713,7
37152,21
1486,30
23299,15
4703,37
35048,5
2360,5
17687,8
30381,28
2698,0
40853,3
28143,12
31517,3
5251,27
34664,15
33033,34
8800,19
38937,38
1516,30
30048,3
5065,22
23067,15
34280,25
3089,6
2786,5
26313,6
53,10
35853,1
3561,1
8853,3
30924,24
5322,28
35131,16
2682,32
33155,0
3439,11
6988,3
3020,27
23097,15
4938,38
37364,38
36145,1
1120,6
37539,12
38174,28
37475,27
33581,0
33185,0
35499,11
893,0
3248,12
38611,2
3050,27
32900,16
29846,3
12881,6
38192,18
8476,29
35913,1
10049,5
49,25
12101,16
1022,6
39002,8
15609,7
38740,8
3936,12
32289,20
1057,0
10061,15
35110,27
29876,3
31433,35
32930,16
3616,7
27539,8
481,32
29853,19
219,32
13249,1
12189,21
38333,34
36817,3
39527,14
10516,6
30232,15
29970,15
40787,25
6245,29
6379,29
9893,0
36130,12
2644,32
4042,7
2982,27
38689,19
27569,8
30582,20
645,32
249,32
1082,6
21235,16
39196,8
10622,1
10319,0
1816,1
599,37
3315,28
40350,0
22645,1
22249,1
17,32
35380,22
39628,15
1450,28
2248,8
30164,15
10448,6
15775,29
33538,6
1508,6
8111,11
19947,0
33119,22
3007,33
10524,1
40001,4
18829,15
2260,18
39780,5
1602,18
12419,28
39716,20
11101,12
23153,3
13817,3
32869,32
1637,12
1480,28
2674,8
36884,19
3095,38
2016,8
37059,20
33743,7
4132,34
19319,0
36162,34
33545,22
36296,34
2750,3
23107,8
834,38
2028,18
3946,29
8514,0
9675,32
39088,20
186,2
40282,0
23183,3
23317,3
7338,37
24437,34
39426,15
1248,28
12461,38
2442,8
1382,28
3603,40
986,28
28149,20
2046,8
28685,0
2780,3
22537,13
34944,3
2518,3
30842,27
40935,6
8643,6
2058,18
602,38
2035,34
519,3
33669,34
23213,3
9839,32
23609,3
23347,3
20835,7
39893,16
33704,28
2472,8
34939,9
1453,29
17537,11
28715,0
2449,24
5200,36
37591,15
36094,34
22503,28
607,8
23301,8
21845,28
683,3
37207,25
23511,3
23115,3
89,18
37545,20
1879,29
1483,29
38739,0
31892,12
1074,9
241,8
4052,0
4186,0
5667,10
18115,1
451,3
35098,15
160,19
294,19
19177,27
10808,28
24619,0
38810,1
15417,0
8436,12
4181,6
37290,36
27405,6
5400,16
32697,8
36246,0
20267,34
10079,3
35390,15
32773,3
6152,28
35128,15
5715,27
32511,3
2836,15
28677,27
1559,0
6344,6
26165,31
16870,32
30512,3
3908,5
5028,36
243,30
35676,5
8181,28
35082,20
39027,12
4025,1
30524,13
715,25
32005,23
10109,3
1647,5
9451,3
32937,3
7376,8
40485,38
33217,20
4561,11
1525,15
5955,22
10162,14
7452,3
26271,26
145,30
32175,30
3956,22
5833,32
36440,0
879,25
10139,3
617,25
3991,16
35625,16
5909,27
17961,18
2452,1
32851,20
33783,0
7744,3
8140,3
38650,38
5828,38
35678,27
24121,15
30549,19
9773,30
9074,29
32601,30
4382,22
2530,42
4481,1
19109,3
513,25
647,25
36185,16
30264,8
1422,21
10525,15
7646,3
39676,3
10263,15
38680,38
21855,21
1702,11
3713,21
4150,22
16027,12
19535,3
4127,38
677,25
2308,6
30370,30
2512,1
33045,20
40102,3
36571,28
27631,28
3883,28
1505,32
6073,3
37142,2
37247,18
1581,27
34368,6
30097,29
2676,1
16908,3
339,6
16646,3
1500,38
77,6
37661,8
1558,16
40109,19
1535,32
15043,3
2333,12
5841,3
1873,27
28669,3
34835,7
39463,29
40104,25
369,6
31339,26
1530,38
2724,18
10790,16
40442,20
36765,28
36369,28
40576,20
35051,12
39918,20
445,1
33729,32
14811,3
5475,3
11239,27
30122,35
2474,28
2078,28
2876,8
13693,18
30173,0
40530,25
37517,13
29451,15
16782,25
9077,6
14765,8
33421,37
6041,10
40210,20
40344,20
24439,3
347,1
37931,3
30723,36
10611,27
35594,8
2108,28
2644,8
3640,3
17074,25
29481,15
23333,28
19901,32
2499,34
24073,3
25589,34
24603,3
6007,25
18321,16
37338,24
15005,3
2534,28
35362,8
6747,0
3070,8
37915,35
38451,15
19855,37
1333,8
29249,15
37595,30
1805,3
33835,3
19669,32
38329,25
1147,3
34693,34
1543,3
31785,38
949,18
3001,29
38539,20
5717,20
37881,20
15653,15
30176,1
3077,24
38120,36
6492,16
565,28
32729,28
33527,8
32071,28
839,8
4650,0
38994,11
12291,34
1439,3
1573,3
24663,3
1311,3
35480,13
17321,36
39332,6
7739,7
3468,30
4662,10
28779,42
2810,30
694,34
38307,20
3806,25
38907,15
35935,4
18533,6
333,28
1527,8
1964,9
71,28
1265,8
869,8
29589,32
10805,3
13119,14
20125,32
36384,15
39339,22
6610,21
66,34
6587,37
28557,6
6325,37
30912,18
27899,6
10893,8
404,29
36600,20
9041,28
1994,9
7857,12
31722,8
39963,7
9851,18
5159,11
4763,11
1086,19
39066,21
37865,1
14513,1
15633,32
39917,12
20201,3
12119,34
10737,3
31490,8
4298,32
35301,0
2479,0
14129,11
34905,0
621,40
24905,20
8604,3
3009,0
32948,34
1396,36
34183,15
31170,3
31566,3
36800,27
24981,15
36858,5
28833,8
10196,29
9934,29
2532,11
1035,30
20027,8
15925,32
33024,29
38070,2
38753,32
7597,34
5341,1
28431,1
14479,16
21485,34
16397,27
16001,27
39528,28
35455,36
40722,8
21427,29
6974,28
38082,12
34673,0
2777,0
8372,3
40495,2
4975,28
2958,11
33491,30
23909,1
7627,34
29597,3
11001,25
29731,3
11135,25
30455,34
1799,25
19999,3
1537,25
260,10
28613,18
8064,8
394,10
39034,28
3372,1
33905,20
3069,0
40333,24
34039,20
2848,1
28951,13
10355,35
37454,12
8536,3
39308,38
2231,32
29027,8
2988,11
18893,28
150,0
38526,2
7791,34
8152,13
25397,27
35094,6
2802,6
24873,27
38579,13
11777,0
37618,12
4773,28
2657,32
1141,1
16784,18
1999,32
180,0
38993,3
6567,3
23707,1
38731,3
553,16
157,16
31750,15
3968,8
10933,25
34501,27
35159,27
2832,6
36815,38
38312,19
9790,10
23719,11
8934,25
37910,12
8538,25
967,6
530,5
37491,28
10466,0
1567,1
11761,32
909,1
33032,0
15933,3
35387,12
6731,3
449,16
11703,27
17787,29
3736,8
37643,18
36500,3
38016,34
30177,15
997,6
5928,29
38354,29
16021,8
3352,18
34904,16
8778,20
34881,32
20655,10
15963,3
3428,13
14047,38
4028,8
351,16
590,32
194,32
36792,3
4104,3
20743,15
24991,8
10701,1
35843,12
15731,3
33267,1
32574,37
15865,3
1383,18
323,38
9979,16
20,37
21495,27
2998,28
11635,27
9618,10
29771,20
36560,3
36298,3
37418,34
999,28
1133,28
25283,8
1931,8
33221,6
39783,10
2665,3
9712,22
16157,3
26351,34
24835,3
1285,18
35454,28
14719,40
9724,32
8208,1
388,32
36724,3
2223,8
767,28
30139,15
1961,8
901,28
32494,27
1699,8
23595,28
6327,30
33228,22
2037,3
18443,36
6927,25
33071,38
38561,25
15605,25
13093,29
33566,17
22225,7
40489,0
38771,20
32582,32
37453,4
39371,15
39505,15
39109,15
32961,28
10628,7
30449,32
37966,0
5278,0
34755,3
33258,22
2463,3
2067,3
40356,6
547,38
68,3
8664,1
1188,34
22535,24
33352,34
36726,25
40496,16
30537,37
37460,20
37064,20
37198,20
6007,1
29493,1
5308,0
11695,3
40048,11
11433,3
34919,3
37536,15
27577,36
156,8
33003,38
25601,20
232,3
32262,3
26335,15
366,3
37152,25
32221,2
28789,6
20723,8
11783,8
34914,9
11521,8
1428,29
6695,1
7157,32
6171,1
37764,0
37607,16
11597,3
4121,36
31418,28
28539,16
4131,0
3735,0
5292,32
5653,11
9464,3
40393,22
5391,11
9598,3
40131,22
262,3
437,4
26103,15
17379,17
24985,30
8777,12
21487,3
11889,3
39689,27
32380,8
9890,3
2682,36
9366,3
426,3
35510,16
2647,15
25871,15
8248,18
3556,11
38919,1
30457,3
37306,37
34823,25
7864,28
3533,0
37516,32
6150,12
3667,0
398,25
38710,12
12671,15
2316,36
9396,3
35103,15
38250,27
1534,0
1668,0
3982,11
3586,11
1010,0
3324,11
32842,15
4361,7
5178,37
352,30
1546,10
13161,0
12101,20
38740,12
3738,1
38781,13
1663,6
38717,28
29381,28
20919,30
18343,19
39119,8
2001,1
6827,8
33728,0
1436,0
7427,3
39457,3
35780,11
7561,3
39591,3
30651,3
31771,34
6169,38
1017,16
35984,6
37675,38
21333,20
120,30
26159,27
8361,29
6024,34
34119,6
330,25
6758,29
10132,20
38048,27
33263,21
2427,1
1367,21
30343,8
33758,0
2889,32
7591,3
7329,3
40479,34
36847,7
4421,7
34954,26
785,16
1781,11
1385,11
1822,12
9981,9
32256,25
1857,6
401,26
38119,28
1799,1
17219,3
3053,32
39290,24
1671,1
39651,3
1776,17
4486,28
36516,28
17,36
33200,15
3391,27
14645,38
37735,38
792,32
37390,3
31201,15
25717,8
4504,18
4242,18
40042,9
38545,28
16253,8
11561,1
11299,1
7593,25
26189,3
1503,16
5314,8
16131,18
3596,28
360,1
37816,3
37554,3
38674,34
31231,15
30969,15
4406,18
36436,18
4511,34
10531,21
3129,3
33662,22
4383,34
314,6
31948,6
52,6
2273,18
2803,18
22123,27
34437,18
37013,29
36314,28
12921,27
2745,13
986,32
40463,15
2285,28
37188,3
20223,6
1627,28
30999,15
3159,3
21419,32
2897,3
4454,35
13673,12
36443,34
25987,3
2635,3
82,6
1243,38
40312,4
23609,7
257,7
36344,28
40155,20
20177,11
2775,13
8795,0
6324,5
37614,3
20649,6
2053,28
1395,28
16419,30
8277,10
11005,38
13983,29
2904,19
1011,38
22981,7
2205,18
2601,18
9786,1
39923,20
9087,0
40057,20
32218,1
1062,3
37982,25
34550,29
7088,0
6069,21
1955,28
2596,24
12293,3
35383,3
218,28
35517,3
38134,15
620,8
754,8
27655,0
29573,11
9857,2
34504,34
37616,25
31427,37
20785,28
30045,6
26275,15
34580,29
25681,30
8675,32
35075,8
39282,0
40839,32
23303,34
37692,20
6594,0
32697,12
30121,1
21659,3
38601,16
1046,8
36625,0
10324,3
324,23
33548,3
1122,3
860,3
32890,3
8408,38
26305,15
29679,6
2318,29
35542,9
28957,21
21951,3
20431,38
38194,15
715,29
33502,8
29429,16
19773,38
36655,0
39365,11
30070,12
30204,12
395,24
2406,34
39703,6
3641,15
35671,15
30979,8
2785,30
31317,3
29820,22
39080,0
145,34
32175,34
22839,34
5051,0
35625,20
5226,1
36423,0
996,25
559,24
36359,15
7744,7
35701,15
26055,1
4842,11
18771,12
